진료년도,시도,진료과목,환자수,명세서 청구건수,요양급여비용총액,보험자부담금
2017,경기,핵의학과,1959 ,6837 ,1880194640 ,1740680420 
2017,경기,가정의학과,277752 ,810563 ,219036371870 ,165250248700 
2017,경기,응급의학과,1140837 ,1490522 ,212968236660 ,133606110610 
2017,경기,직업환경의학과,1064 ,2047 ,203359540 ,141012420 
2017,경기,예방의학과,169 ,465 ,841252350 ,623560000 
2017,경기,치과,1353 ,3476 ,204668520 ,115267720 
2017,경기,보건,1 ,1 ,69090 ,44990 
2017,경기,보건기관한방,1 ,1 ,20950 ,13650 
2017,경기,구강악안면외과,103013 ,235777 ,13603314780 ,7248772720 
2017,경기,치과보철과,27704 ,51042 ,6595571600 ,3466741660 
2017,경기,치과교정과,2750 ,4883 ,242397340 ,83895940 
2017,경기,소아치과,18040 ,36347 ,1600515320 ,984581800 
2017,경기,치주과,76319 ,127335 ,6169005110 ,3545480370 
2017,경기,치과보존과,165415 ,392668 ,21703563440 ,11915422910 
2017,경기,구강내과,1753 ,2562 ,64507200 ,39098390 
2017,경기,영상치의학과,1234 ,2650 ,75444000 ,45607400 
2017,경기,예방치과,1251 ,1298 ,72622730 ,43742230 
2017,경기,한방내과,53641 ,252989 ,21655815600 ,16734814180 
2017,경기,한방부인과,4348 ,18106 ,939288600 ,629260860 
2017,경기,한방소아과,1461 ,3898 ,70068830 ,45790400 
2017,경기,한방안·이비인후·피부과,651 ,2146 ,81964340 ,57608850 
2017,경기,한방신경정신과,2710 ,15540 ,842847020 ,552157910 
2017,경기,침구과,51578 ,221806 ,18796864080 ,13912930160 
2017,경기,한방재활의학과,44097 ,215103 ,14703327300 ,10084228000 
2017,경기,사상체질과,2064 ,11178 ,585693570 ,406908020 
2017,경기,한방응급,621 ,745 ,25649020 ,15461220 
2017,경기,한방,1 ,1 ,16800 ,9300 
2017,강원,일반의,2232 ,3109 ,1282682840 ,945850040 
2017,강원,내과,364798 ,1601892 ,309703934450 ,245390751680 
2017,강원,신경과,53019 ,183954 ,28363377800 ,20629248130 
2017,강원,정신건강의학과,31616 ,179218 ,29748618200 ,21723155880 
2017,강원,외과,93034 ,227337 ,67293930750 ,54977673690 
2017,강원,정형외과,215367 ,739379 ,98641864090 ,71609733890 
2017,강원,신경외과,75953 ,222077 ,54610822160 ,43679932440 
2017,강원,흉부외과,8980 ,23411 ,10351855370 ,8547616040 
2017,강원,성형외과,9316 ,27049 ,4153730150 ,3028032130 
2017,강원,마취통증의학과,9494 ,38116 ,2686860070 ,1599616860 
2017,강원,산부인과,37822 ,112275 ,19268323940 ,15003382890 
2017,강원,소아청소년과,42809 ,161170 ,24175121460 ,20493358990 
2017,강원,안과,37785 ,101819 ,12976789190 ,8625342430 
2017,강원,이비인후과,61187 ,168763 ,13643277610 ,9368999550 
2017,강원,피부과,25228 ,68594 ,2826928280 ,1338135630 
2017,강원,비뇨의학과,34801 ,112359 ,14874171150 ,10882010650 
2017,강원,영상의학과,539 ,804 ,129948720 ,81983710 
2017,강원,방사선종양학과,2915 ,36322 ,10896901330 ,10338582630 
2017,강원,재활의학과,13998 ,101336 ,30111373100 ,23045552570 
2017,강원,핵의학과,49 ,128 ,26047660 ,21241130 
2017,강원,가정의학과,42479 ,114924 ,15178866510 ,10878525500 
2017,강원,응급의학과,185813 ,251496 ,36544812920 ,23928148770 
2017,강원,직업환경의학과,187 ,2449 ,10141590 ,6227690 
2017,강원,예방의학과,394 ,1680 ,1619937950 ,1217463720 
2017,강원,치과,1 ,1 ,22440 ,17960 
2017,강원,구강악안면외과,14011 ,32745 ,2484862480 ,1424265490 
2017,강원,치과보철과,7736 ,17747 ,1956896040 ,1065994370 
2017,강원,치과교정과,262 ,322 ,12855740 ,3743140 
2017,강원,소아치과,4228 ,8973 ,522880990 ,320673530 
2017,강원,치주과,7825 ,16077 ,790621410 ,460548410 
2017,강원,치과보존과,13445 ,28529 ,1334557580 ,726253170 
2017,강원,구강내과,6265 ,8607 ,454740330 ,274263680 
2017,강원,구강병리과,1 ,1 ,238430 ,226530 
2017,강원,예방치과,1611 ,1742 ,107431070 ,66282570 
2017,강원,한방내과,3441 ,13404 ,937232660 ,690860480 
2017,강원,한방부인과,3 ,4 ,68830 ,41430 
2017,강원,한방소아과,67 ,239 ,6601760 ,4002070 
2017,강원,한방안·이비인후·피부과,496 ,3354 ,115630960 ,74218880 
2017,강원,한방신경정신과,1772 ,9155 ,646231530 ,458099800 
2017,강원,침구과,4702 ,20228 ,1209553430 ,881889210 
2017,강원,한방재활의학과,2281 ,8224 ,459108440 ,317875050 
2017,강원,사상체질과,532 ,2270 ,135364010 ,95335970 
2017,강원,한방응급,1 ,1 ,28230 ,17030 
2017,충북,일반의,568 ,1198 ,64039280 ,48148340 
2017,충북,내과,296951 ,1332980 ,244485817790 ,191563442790 
2017,충북,신경과,49015 ,172068 ,22976771010 ,16228745650 
2017,충북,정신건강의학과,24972 ,141663 ,39679112470 ,29892818930 
2017,충북,외과,60122 ,162087 ,56865143230 ,45439299880 
2017,충북,정형외과,174325 ,626891 ,99079485570 ,72685894750 
2017,충북,신경외과,82013 ,252176 ,52926293150 ,40822733720 
2017,충북,흉부외과,6537 ,14694 ,8164883920 ,6648021480 
2017,충북,성형외과,11379 ,43912 ,4046929540 ,2894631240 
2017,충북,마취통증의학과,16880 ,41490 ,2962933030 ,2047505100 
2017,충북,산부인과,62553 ,207687 ,30944721350 ,24580459280 
2017,충북,소아청소년과,71996 ,440744 ,33060516850 ,27050231620 
2017,충북,안과,21550 ,52407 ,5232620210 ,3390695080 
2017,충북,이비인후과,48041 ,119300 ,10100176880 ,6599163980 
