진료년도,시도,진료과목,환자수,명세서 청구건수,요양급여비용총액,보험자부담금
2018,부산,일반의,1197 ,6579 ,922038900 ,706432210 
2018,부산,내과,1004126 ,4968325 ,1119282384520 ,889300081220 
2018,부산,신경과,191339 ,711255 ,118428425160 ,85369463120 
2018,부산,정신건강의학과,57906 ,400972 ,78204661210 ,57896116920 
2018,부산,외과,274205 ,951903 ,338355905760 ,275948634390 
2018,부산,정형외과,580549 ,2588051 ,428597454650 ,315186968860 
2018,부산,신경외과,188494 ,663816 ,210159028940 ,166597634120 
2018,부산,흉부외과,25087 ,73446 ,50945793850 ,43489423720 
2018,부산,성형외과,24636 ,77813 ,13092552220 ,9627157950 
2018,부산,마취통증의학과,29684 ,75850 ,11250882160 ,7706167750 
2018,부산,산부인과,291141 ,1146358 ,173066084910 ,138404196520 
2018,부산,소아청소년과,299909 ,2252143 ,155966334580 ,131829913720 
2018,부산,안과,185716 ,543754 ,70713333740 ,47273919180 
2018,부산,이비인후과,142528 ,392718 ,52947197910 ,37453148250 
2018,부산,피부과,66758 ,194411 ,10244561150 ,5925136690 
2018,부산,비뇨의학과,98416 ,379015 ,58319707570 ,42810447860 
2018,부산,영상의학과,13006 ,25057 ,2290251520 ,1607051140 
2018,부산,방사선종양학과,6470 ,83681 ,29069761540 ,27574292230 
2018,부산,병리과,18 ,18 ,2108070 ,1678170 
2018,부산,진단검사의학과,190 ,353 ,407511390 ,308303920 
2018,부산,재활의학과,54785 ,506069 ,165391267400 ,127523338300 
2018,부산,핵의학과,3317 ,11961 ,2092975090 ,1865726610 
2018,부산,가정의학과,131552 ,370353 ,210589198030 ,157573290270 
2018,부산,응급의학과,323565 ,431903 ,47717322500 ,27211633660 
2018,부산,직업환경의학과,194 ,321 ,12677940 ,3289540 
2018,부산,예방의학과,8 ,21 ,234080 ,141080 
2018,부산,치과,12361 ,26470 ,1466511760 ,926734490 
2018,부산,구강악안면외과,63238 ,129076 ,6809987430 ,4036376180 
2018,부산,치과보철과,8969 ,24264 ,7633097780 ,4980398120 
2018,부산,치과교정과,962 ,1835 ,49163830 ,30075140 
2018,부산,소아치과,1663 ,2374 ,121913300 ,84703500 
2018,부산,치주과,54165 ,123447 ,5664015950 ,3345128400 
2018,부산,치과보존과,73558 ,185756 ,10226088060 ,5897360920 
2018,부산,구강내과,1471 ,3285 ,175076700 ,60002100 
2018,부산,영상치의학과,71 ,73 ,6437840 ,3866340 
2018,부산,구강병리과,1 ,1 ,56330 ,33830 
2018,부산,예방치과,58 ,58 ,1984430 ,1259130 
2018,부산,한방내과,36072 ,230054 ,20005258750 ,15738031300 
2018,부산,한방부인과,442 ,1740 ,176329240 ,142354510 
2018,부산,한방소아과,504 ,3738 ,132222770 ,98347760 
2018,부산,한방안·이비인후·피부과,2381 ,15603 ,1329618430 ,945508490 
2018,부산,한방신경정신과,273 ,2407 ,178623760 ,132582110 
2018,부산,침구과,10590 ,63069 ,4299149010 ,3122717980 
2018,부산,한방재활의학과,8291 ,48036 ,4302068820 ,3005996290 
2018,부산,사상체질과,692 ,6064 ,362185050 ,254636430 
2018,부산,한방응급,8 ,12 ,215470 ,108270 
2018,인천,일반의,230 ,420 ,72688590 ,67301250 
2018,인천,내과,557338 ,2547720 ,607189998230 ,482817993900 
2018,인천,신경과,92522 ,308275 ,65014417530 ,46124753230 
2018,인천,정신건강의학과,47082 ,279204 ,65611598070 ,48049784100 
2018,인천,외과,124803 ,410186 ,165767406280 ,137787033480 
2018,인천,정형외과,390294 ,1598426 ,254750928740 ,187343981830 
2018,인천,신경외과,158772 ,501074 ,138530021270 ,108550300500 
2018,인천,흉부외과,11710 ,29570 ,25265746800 ,21874339200 
2018,인천,성형외과,15105 ,51107 ,6815665240 ,4658947610 
2018,인천,마취통증의학과,26130 ,75016 ,5797707630 ,3343437760 
2018,인천,산부인과,172371 ,664300 ,88904871550 ,71026180140 
2018,인천,소아청소년과,113409 ,643869 ,62066472290 ,51207088370 
2018,인천,안과,120300 ,309643 ,41166210060 ,27369015120 
2018,인천,이비인후과,126638 ,356704 ,36668804660 ,24017917420 
2018,인천,피부과,43449 ,137531 ,8313515350 ,4524556260 
2018,인천,비뇨의학과,68904 ,235953 ,34533930450 ,24316834890 
2018,인천,영상의학과,2520 ,3202 ,423070430 ,226208160 
2018,인천,방사선종양학과,3739 ,59541 ,19616497130 ,18623332930 
2018,인천,병리과,8 ,26 ,31224660 ,23103890 
2018,인천,진단검사의학과,76 ,207 ,289152060 ,222498440 
2018,인천,결핵과,37 ,180 ,407315960 ,334864740 
2018,인천,재활의학과,35125 ,250168 ,108011728550 ,83422312920 
2018,인천,핵의학과,353 ,1381 ,278809050 ,262213790 
2018,인천,가정의학과,68585 ,202776 ,57961530260 ,44935746600 
2018,인천,응급의학과,281046 ,375388 ,71714456890 ,45066755620 
2018,인천,직업환경의학과,225 ,365 ,15526670 ,4928670 
2018,인천,예방의학과,48 ,48 ,6338020 ,3827220 
2018,인천,치과,1126 ,2415 ,113648180 ,67939330 
2018,인천,구강악안면외과,27804 ,60175 ,3308655420 ,1816274850 
2018,인천,치과보철과,2713 ,6054 ,1467586170 ,949567200 
2018,인천,치과교정과,54 ,55 ,1862050 ,1007950 
2018,인천,소아치과,1245 ,1728 ,65629050 ,42049350 
2018,인천,치주과,16269 ,22478 ,1177081630 ,703624480 
2018,인천,치과보존과,35664 ,74924 ,4242844860 ,2309135200 
2018,인천,구강내과,3 ,3 ,112390 ,67590 
2018,인천,영상치의학과,28 ,30 ,1458430 ,877030 
2018,인천,구강병리과,1 ,1 ,26640 ,16040 
2018,인천,예방치과,4 ,4 ,284740 ,234640 
2018,인천,한방내과,12593 ,50019 ,6006960370 ,4597777640 
2018,인천,한방부인과,1567 ,4440 ,460968760 ,328937560 
2018,인천,한방소아과,71 ,407 ,23609150 ,17991770 
2018,인천,한방안·이비인후·피부과,87 ,534 ,21016450 ,13727720 
2018,인천,한방신경정신과,663 ,4271 ,132865990 ,88951600 
2018,인천,침구과,20862 ,66646 ,9714203680 ,7199942080 
2018,인천,한방재활의학과,10565 ,54396 ,3673315930 ,2529525060 
2018,인천,사상체질과,58 ,264 ,24268960 ,19024630 
2018,대구,일반의,8 ,8 ,2636060 ,2199850 
2018,대구,내과,604516 ,2775253 ,658679375450 ,528840803980 
2018,대구,신경과,131246 ,481454 ,91375937910 ,64623469560 
2018,대구,정신건강의학과,49730 ,343103 ,62768285330 ,46551158180 
2018,대구,외과,206873 ,640364 ,244775931950 ,203890074530 
2018,대구,정형외과,382587 ,1497956 ,256881720070 ,189234707680 
2018,대구,신경외과,174315 ,551406 ,142282380400 ,111595991050 
2018,대구,흉부외과,15131 ,44988 ,42501822030 ,37871586750 
2018,대구,성형외과,27836 ,78007 ,15960913730 ,11885407160 
2018,대구,마취통증의학과,27841 ,75887 ,7093032840 ,4216303370 
2018,대구,산부인과,187481 ,671441 ,111239393800 ,91067379370 
2018,대구,소아청소년과,205880 ,1379235 ,129230434770 ,109755775120 
2018,대구,안과,165543 ,465414 ,60834019830 ,39450759140 
2018,대구,이비인후과,73539 ,190798 ,26179079340 ,17528074560 
2018,대구,피부과,47101 ,144146 ,7585143690 ,4124208430 
2018,대구,비뇨의학과,61842 ,233230 ,38039851290 ,28554943840 
2018,대구,영상의학과,6058 ,7166 ,1076002890 ,738819330 
2018,대구,방사선종양학과,6020 ,93894 ,32799759590 ,31131314130 
2018,대구,병리과,1 ,1 ,15350 ,9250 
2018,대구,진단검사의학과,42 ,55 ,6840990 ,4747090 
2018,대구,재활의학과,35084 ,280130 ,108693373120 ,83966511900 
2018,대구,핵의학과,13761 ,45626 ,3497459430 ,2350536220 
2018,대구,가정의학과,52022 ,142286 ,83057257900 ,62454875100 
2018,대구,응급의학과,169465 ,219985 ,36280339620 ,21979355530 
2018,대구,직업환경의학과,997 ,1684 ,58901620 ,33690420 
2018,대구,예방의학과,7 ,7 ,879650 ,528150 
2018,대구,치과,9485 ,16868 ,648673710 ,396289360 
2018,대구,구강악안면외과,41039 ,83849 ,4367643980 ,2649340620 
2018,대구,치과보철과,8920 ,19977 ,6391174570 ,4040300220 
2018,대구,치과교정과,864 ,961 ,35972670 ,21680370 
2018,대구,소아치과,9445 ,23909 ,990955890 ,652838590 
2018,대구,치주과,42080 ,74238 ,3847784760 ,2324240010 
2018,대구,치과보존과,63517 ,152426 ,9771340570 ,5984694300 
2018,대구,구강내과,5827 ,16265 ,892403500 ,540010900 
2018,대구,예방치과,12182 ,19664 ,844509680 ,510325180 
2018,대구,한방내과,12248 ,73418 ,5100340210 ,3989291620 
2018,대구,한방부인과,155 ,863 ,53389630 ,35668880 
2018,대구,한방소아과,363 ,958 ,24637430 ,15926530 
2018,대구,한방안·이비인후·피부과,621 ,4878 ,185228810 ,118664440 
2018,대구,한방신경정신과,214 ,1140 ,54027630 ,34746120 
2018,대구,침구과,3781 ,19363 ,1293425350 ,933738090 
2018,대구,한방재활의학과,5428 ,36655 ,2854424270 ,1975584310 
2018,대구,한방응급,386 ,465 ,15921420 ,9642220 
2018,광주,일반의,921 ,1041 ,44751790 ,28377030 
2018,광주,내과,524602 ,2113629 ,441162380870 ,336336317090 
2018,광주,신경과,94220 ,299202 ,51530500420 ,36032183890 
2018,광주,정신건강의학과,31301 ,205425 ,49215634690 ,36166428410 
2018,광주,외과,134948 ,350407 ,137843069710 ,107086039310 
2018,광주,정형외과,351663 ,1157892 ,205822448920 ,150456954500 
2018,광주,신경외과,136770 ,360327 ,88505197500 ,67777719010 
2018,광주,흉부외과,12810 ,32606 ,22794740550 ,19217157620 
2018,광주,성형외과,5689 ,15381 ,4622641310 ,3442713870 
2018,광주,마취통증의학과,19679 ,46003 ,9304784100 ,6613504180 
2018,광주,산부인과,167617 ,562313 ,87381819380 ,70277481220 
2018,광주,소아청소년과,212045 ,1801444 ,105870697150 ,88161666670 
2018,광주,안과,128113 ,306695 ,32099116850 ,21834991110 
2018,광주,이비인후과,102725 ,258063 ,21363501710 ,13899101440 
2018,광주,피부과,34041 ,100328 ,6521483060 ,3627788810 
2018,광주,비뇨의학과,54114 ,165598 ,24450789120 ,16940552940 
2018,광주,영상의학과,3890 ,4202 ,845227820 ,672658590 
2018,광주,방사선종양학과,293 ,4952 ,1451000970 ,1377328090 
2018,광주,결핵과,1965 ,6709 ,1769132270 ,1603811470 
2018,광주,재활의학과,25330 ,180127 ,69447694470 ,53209688650 
2018,광주,핵의학과,1177 ,2443 ,474389470 ,396946510 
2018,광주,가정의학과,102773 ,236744 ,98202682480 ,74329956890 
2018,광주,응급의학과,213399 ,290649 ,41517484060 ,25843588070 
2018,광주,직업환경의학과,1521 ,8116 ,14983591480 ,11050217650 
2018,광주,예방의학과,102 ,127 ,95095860 ,71105940 
2018,광주,치과,49 ,246 ,461777700 ,347920160 
2018,광주,구강악안면외과,33916 ,72307 ,5645594680 ,3620472860 
2018,광주,치과보철과,7223 ,14362 ,3225091930 ,2051719730 
2018,광주,치과교정과,1319 ,1520 ,47365820 ,28624420 
2018,광주,소아치과,12820 ,29802 ,1570620900 ,1062149830 
2018,광주,치주과,36713 ,72622 ,3718671920 ,2243250320 
2018,광주,치과보존과,38222 ,84677 ,5541111250 ,3516249360 
2018,광주,구강내과,7874 ,21748 ,1204272230 ,737442230 
2018,광주,영상치의학과,1 ,1 ,11570 ,6970 
2018,광주,구강병리과,1 ,2 ,642450 ,449750 
2018,광주,예방치과,2048 ,2466 ,292641590 ,180364390 
2018,광주,한방내과,34708 ,127776 ,19975868710 ,14987674610 
2018,광주,한방부인과,1428 ,4940 ,374787050 ,275706120 
2018,광주,한방안·이비인후·피부과,2093 ,11923 ,1136661240 ,807121670 
2018,광주,한방신경정신과,471 ,1836 ,129006290 ,89952120 
2018,광주,침구과,105094 ,336208 ,72847828830 ,53736281300 
2018,광주,한방재활의학과,25590 ,91314 ,11945077140 ,8649974320 
2018,광주,사상체질과,1793 ,4505 ,1058786590 ,811850360 
2018,대전,일반의,117 ,597 ,430527960 ,314018080 
2018,대전,내과,323244 ,1595805 ,410570002260 ,330322645900 
2018,대전,신경과,88448 ,313424 ,68063194910 ,49693840110 
2018,대전,정신건강의학과,26360 ,153377 ,24665168560 ,17966411920 
2018,대전,외과,69736 ,239717 ,109913653190 ,90999951270 
2018,대전,정형외과,212805 ,760255 ,161427776090 ,119627467790 
2018,대전,신경외과,83937 ,251717 ,75826475440 ,60243315420 
2018,대전,흉부외과,11677 ,32863 ,20907844310 ,17842639730 
2018,대전,성형외과,13193 ,47367 ,7357433630 ,5343951500 
2018,대전,마취통증의학과,13593 ,53847 ,5334344580 ,3555901310 
2018,대전,산부인과,104267 ,387149 ,68979620590 ,55826240500 
2018,대전,소아청소년과,138158 ,1066244 ,80335109100 ,68639093520 
2018,대전,안과,95216 ,241758 ,30380795130 ,20143759960 
2018,대전,이비인후과,61898 ,168973 ,24331861190 ,16837594450 
2018,대전,피부과,47618 ,158525 ,7190977090 ,4008972870 
2018,대전,비뇨의학과,47292 ,174791 ,23498073210 ,16921304320 
2018,대전,영상의학과,1549 ,2733 ,773659150 ,582670340 
2018,대전,방사선종양학과,3482 ,43725 ,15577399070 ,14776243840 
2018,대전,진단검사의학과,208 ,563 ,578031360 ,430222670 
2018,대전,결핵과,104 ,427 ,589458100 ,474016590 
2018,대전,재활의학과,37222 ,295286 ,68916044360 ,52752257230 
2018,대전,핵의학과,626 ,3420 ,328095780 ,292890040 
2018,대전,가정의학과,75863 ,199181 ,43074239660 ,31551031240 
2018,대전,응급의학과,142505 ,181378 ,36975002840 ,22906619690 
2018,대전,직업환경의학과,318 ,474 ,15882280 ,8075170 
2018,대전,예방의학과,1 ,16 ,979680 ,848380 
2018,대전,치과,278 ,443 ,105379890 ,75192630 
2018,대전,구강악안면외과,16440 ,32823 ,2126438330 ,1351471950 
2018,대전,치과보철과,3572 ,7847 ,1394667980 ,914610860 
2018,대전,치과교정과,210 ,227 ,9171530 ,5692030 
2018,대전,소아치과,6832 ,12957 ,675942770 ,451959400 
2018,대전,치주과,19788 ,32225 ,2074205500 ,1251116420 
2018,대전,치과보존과,74752 ,166676 ,10361503150 ,6277443250 
2018,대전,구강내과,3499 ,10511 ,510611130 ,308298790 
2018,대전,영상치의학과,4 ,4 ,90510 ,56710 
2018,대전,예방치과,30 ,30 ,1090350 ,709250 
2018,대전,한방내과,9813 ,58415 ,5552513920 ,4325458390 
2018,대전,한방부인과,640 ,3696 ,172797330 ,115223270 
2018,대전,한방소아과,484 ,1968 ,53925760 ,33932420 
2018,대전,한방안·이비인후·피부과,1036 ,6728 ,295470790 ,195552320 
2018,대전,한방신경정신과,383 ,2031 ,116735960 ,80877440 
2018,대전,침구과,10765 ,54153 ,3643289780 ,2604879760 
2018,대전,한방재활의학과,10812 ,54425 ,3571441170 ,2463372180 
2018,울산,일반의,2698 ,6137 ,920892870 ,668348820 
2018,울산,내과,308925 ,1385209 ,255668814630 ,202820329780 
2018,울산,신경과,46179 ,161367 ,25150654560 ,18022796700 
2018,울산,정신건강의학과,19846 ,149876 ,23821244800 ,17691172030 
2018,울산,외과,80293 ,239941 ,82653030680 ,65855773500 
2018,울산,정형외과,163173 ,704958 ,89479051540 ,64934263580 
2018,울산,신경외과,68274 ,225705 ,51792711400 ,40355027080 
2018,울산,흉부외과,6444 ,16237 ,11777813970 ,10365407760 
2018,울산,성형외과,5124 ,19280 ,4289188490 ,3142392100 
2018,울산,마취통증의학과,5488 ,20926 ,3717118570 ,2629738280 
2018,울산,산부인과,83445 ,332879 ,49434006600 ,40309382240 
2018,울산,소아청소년과,89797 ,642423 ,41375092800 ,35288524390 
2018,울산,안과,33151 ,107815 ,9242697950 ,6189128000 
2018,울산,이비인후과,94140 ,262654 ,18156922360 ,12707219080 
2018,울산,피부과,17499 ,42536 ,1663390670 ,1050674930 
2018,울산,비뇨의학과,28968 ,93413 ,13447635570 ,9950561020 
2018,울산,영상의학과,1016 ,1325 ,755207850 ,579494630 
2018,울산,방사선종양학과,1529 ,21567 ,6520117140 ,6192472770 
2018,울산,진단검사의학과,209 ,1315 ,1558322890 ,1263725010 
2018,울산,재활의학과,9139 ,77679 ,33841179950 ,26168882810 
2018,울산,핵의학과,313 ,1131 ,248102020 ,235409420 
2018,울산,가정의학과,39259 ,96560 ,30739960340 ,22658105500 
2018,울산,응급의학과,127211 ,170635 ,20234622310 ,12823468070 
2018,울산,직업환경의학과,26 ,74 ,2987830 ,1530130 
2018,울산,예방의학과,3774 ,8034 ,496889670 ,349817110 
2018,울산,치과,14019 ,30997 ,3928635950 ,2716310680 
2018,울산,구강악안면외과,12998 ,25784 ,1330975480 ,816292600 
2018,울산,치과보철과,1899 ,3338 ,912270420 ,582036920 
2018,울산,치과교정과,679 ,846 ,28734920 ,17281220 
2018,울산,소아치과,1089 ,1641 ,70922520 ,46521520 
2018,울산,치주과,10357 ,16821 ,852568570 ,524088000 
2018,울산,치과보존과,21485 ,55748 ,3561238750 ,2266420120 
2018,울산,구강내과,741 ,2962 ,112803130 ,68038730 
2018,울산,예방치과,242 ,259 ,6447450 ,4087450 
2018,울산,한방내과,7981 ,53601 ,4802523160 ,3788049520 
2018,울산,한방안·이비인후·피부과,136 ,536 ,20537320 ,13615190 
2018,울산,침구과,1285 ,7754 ,515609760 ,405410620 
2018,울산,한방재활의학과,6531 ,28726 ,2241312900 ,1552185190 
2018,울산,사상체질과,124 ,303 ,18238590 ,12454050 
2018,울산,한방응급,24 ,33 ,136351720 ,126325800 
2018,경기,일반의,702 ,1053 ,417863430 ,334974670 
2018,경기,내과,2419209 ,10754635 ,2240101127920 ,1778406546110 
2018,경기,신경과,442508 ,1461615 ,312494392750 ,225445326770 
2018,경기,정신건강의학과,178178 ,1039808 ,256703174670 ,190949394880 
2018,경기,외과,582946 ,1767504 ,672269596130 ,554420693450 
2018,경기,정형외과,1667430 ,6104408 ,822767568420 ,601011002270 
2018,경기,신경외과,639426 ,2004530 ,449351703040 ,353704437650 
2018,경기,흉부외과,74463 ,214637 ,149228561610 ,129605114130 
2018,경기,성형외과,91211 ,272687 ,48189623520 ,35656689900 
2018,경기,마취통증의학과,86043 ,273418 ,26719072690 ,17296354150 
2018,경기,산부인과,663423 ,2570150 ,400127473490 ,326457592750 
2018,경기,소아청소년과,591431 ,3093287 ,287678277700 ,241287493030 
2018,경기,안과,364262 ,976015 ,114327904470 ,73306488270 
2018,경기,이비인후과,373828 ,944935 ,114239892500 ,78280481030 
2018,경기,피부과,210535 ,657423 ,34298911310 ,19296757900 
2018,경기,비뇨의학과,287981 ,927921 ,132279954100 ,96875315540 
2018,경기,영상의학과,29633 ,44439 ,5890843410 ,3830913410 
2018,경기,방사선종양학과,22052 ,254100 ,94852951320 ,89959982750 
2018,경기,병리과,161 ,810 ,1074961720 ,806656310 
2018,경기,진단검사의학과,1045 ,1518 ,417079480 ,361435290 
2018,경기,결핵과,182 ,751 ,990995630 ,716212450 
2018,경기,재활의학과,154927 ,1064516 ,443336120750 ,342879791640 
2018,경기,핵의학과,2232 ,7980 ,2179132680 ,2006901400 
2018,경기,가정의학과,307627 ,885295 ,251488191650 ,190576974250 
2018,경기,응급의학과,1189595 ,1564723 ,233572353680 ,147423304910 
2018,경기,직업환경의학과,871 ,1768 ,129683110 ,87137550 
2018,경기,예방의학과,294 ,615 ,739919170 ,549732110 
2018,경기,치과,2550 ,4122 ,193179900 ,118350560 
2018,경기,약국,3 ,3 ,196270 ,117870 
2018,경기,구강악안면외과,113209 ,255658 ,16088964810 ,9171271590 
2018,경기,치과보철과,30487 ,60558 ,7503306330 ,4736917380 
2018,경기,치과교정과,3138 ,6887 ,395302790 ,142825870 
2018,경기,소아치과,17001 ,36354 ,1752350590 ,1085519890 
2018,경기,치주과,80436 ,138083 ,6974853640 ,4043824360 
2018,경기,치과보존과,166770 ,380122 ,21521366390 ,12629551700 
2018,경기,구강내과,2390 ,4052 ,166767180 ,100971240 
2018,경기,영상치의학과,1311 ,2630 ,79013770 ,47971070 
2018,경기,예방치과,1004 ,1020 ,57350120 ,35729220 
2018,경기,한방내과,55246 ,258823 ,22858465430 ,17631994440 
2018,경기,한방부인과,3891 ,15209 ,734556270 ,486409440 
2018,경기,한방소아과,1438 ,3775 ,81753210 ,54929680 
2018,경기,한방안·이비인후·피부과,553 ,2139 ,92464350 ,65289090 
2018,경기,한방신경정신과,2601 ,13227 ,811974260 ,545007410 
2018,경기,침구과,52077 ,219926 ,20199775630 ,15033189740 
2018,경기,한방재활의학과,43138 ,218826 ,15741179380 ,10815561220 
2018,경기,사상체질과,1717 ,8753 ,483701820 ,336673940 
2018,경기,한방응급,261 ,308 ,10888950 ,6593050 
2018,강원,일반의,12418 ,16955 ,2434830130 ,1677568670 
2018,강원,내과,381087 ,1692196 ,346302189350 ,274365482500 
2018,강원,신경과,57070 ,196261 ,34305783440 ,25200428180 
2018,강원,정신건강의학과,34448 ,195738 ,31850101760 ,23279923060 
2018,강원,외과,92426 ,227232 ,76579857280 ,62979708940 
2018,강원,정형외과,221990 ,765826 ,109316989510 ,79708071000 
2018,강원,신경외과,74944 ,219915 ,61245028260 ,48873985380 
2018,강원,흉부외과,9389 ,24170 ,12421476130 ,10425416450 
2018,강원,성형외과,9040 ,26397 ,4171377140 ,3060039560 
2018,강원,마취통증의학과,9974 ,36133 ,2901508760 ,1786703010 
2018,강원,산부인과,38262 ,114033 ,21972880670 ,17123070690 
2018,강원,소아청소년과,43716 ,166037 ,26113480830 ,22308560500 
2018,강원,안과,38493 ,104520 ,15053728260 ,10024915900 
2018,강원,이비인후과,59441 ,149065 ,14728737350 ,10086593760 
2018,강원,피부과,23139 ,64852 ,2783703890 ,1390419060 
2018,강원,비뇨의학과,33846 ,111244 ,15793625560 ,11630096250 
2018,강원,영상의학과,634 ,1094 ,171628370 ,109965330 
2018,강원,방사선종양학과,3100 ,37300 ,12203811600 ,11579755600 
2018,강원,재활의학과,14624 ,107991 ,34743521890 ,26644758760 
2018,강원,핵의학과,75 ,140 ,25112560 ,20409050 
2018,강원,가정의학과,38083 ,105435 ,17006957800 ,12206154780 
2018,강원,응급의학과,186372 ,251637 ,38627751390 ,25421873000 
2018,강원,직업환경의학과,472 ,2868 ,17475790 ,11287990 
2018,강원,예방의학과,251 ,577 ,611255670 ,460842710 
2018,강원,치과,4 ,11 ,3226480 ,2303440 
2018,강원,구강악안면외과,18203 ,41351 ,3274854940 ,2004145220 
2018,강원,치과보철과,5754 ,11469 ,1789271010 ,1140885970 
2018,강원,치과교정과,352 ,451 ,19296690 ,6386590 
2018,강원,소아치과,4578 ,9660 ,598959500 ,393715920 
2018,강원,치주과,7648 ,14875 ,790668240 ,475280640 
2018,강원,치과보존과,14248 ,29997 ,1559692060 ,917583060 
2018,강원,구강내과,6245 ,8873 ,485920430 ,294887380 
2018,강원,영상치의학과,2 ,2 ,110920 ,66620 
2018,강원,예방치과,2132 ,2180 ,137121510 ,85141610 
2018,강원,한방내과,3507 ,13354 ,1043605780 ,784220630 
2018,강원,한방부인과,160 ,499 ,29083480 ,19856050 
2018,강원,한방소아과,215 ,613 ,15438590 ,9793150 
2018,강원,한방안·이비인후·피부과,615 ,3509 ,171036700 ,114667150 
2018,강원,한방신경정신과,606 ,1896 ,185499410 ,133222020 
2018,강원,침구과,4489 ,20017 ,1115955600 ,824629420 
2018,강원,한방재활의학과,2629 ,9187 ,509218330 ,354326730 
2018,강원,사상체질과,298 ,1367 ,95495720 ,67448110 
2018,강원,한방응급,67 ,69 ,2328420 ,1400820 
2018,충북,일반의,277 ,330 ,18839010 ,13344110 
2018,충북,내과,312239 ,1407198 ,271914616790 ,213462574590 
2018,충북,신경과,52034 ,161022 ,30501751550 ,21934079880 
2018,충북,정신건강의학과,25244 ,148084 ,41708612500 ,31469669180 
2018,충북,외과,67672 ,178551 ,64990783730 ,51916984460 
2018,충북,정형외과,183379 ,658394 ,111122557850 ,81929503470 
2018,충북,신경외과,85830 ,271576 ,65083484930 ,50462318120 
2018,충북,흉부외과,6891 ,15913 ,9187590460 ,7485181050 
2018,충북,성형외과,10620 ,39163 ,3785604820 ,2728979940 
2018,충북,마취통증의학과,12680 ,28372 ,2659997030 ,1808951740 
2018,충북,산부인과,63564 ,211810 ,33951110020 ,26918536600 
2018,충북,소아청소년과,72940 ,449336 ,35220816720 ,29544531450 
2018,충북,안과,22237 ,55923 ,6373551530 ,4099359040 
2018,충북,이비인후과,43455 ,101726 ,9670364960 ,6308240860 
